ASIN,Product Title,Model/StyleNumber,Total Sales,Shipped COGS - % of Total,Shipped COGS - Prior Period,Shipped COGS - Last Year,Total Qty,Shipped Units - % of Total,Shipped Units - Prior Period,Shipped Units - Last Year,Customer Returns,Free Replacements,Date,Drop Ship Qty,Drop Ship Sales,Year,Month,Week,Category
,,K6862-E846,,,,,,,,,,,2019-03-29,5.0,263.45,2019,3,13,Storage Ottomans
,,K6862-E847,,,,,,,,,,,2019-03-29,5.0,310.75,2019,3,13,Storage Ottomans
,,K6862-E848,,,,,,,,,,,2019-03-29,9.0,559.35,2019,3,13,Storage Ottomans
,,K6863-F1538,,,,,,,,,,,2019-03-29,1.0,82.0,2019,3,13,
,,K6958-B118,,,,,,,,,,,2019-03-29,2.0,150.0,2019,3,13,Decorative Ottomans
,,K6958-B123,,,,,,,,,,,2019-03-29,3.0,225.0,2019,3,13,Decorative Ottomans
,,K6958-B200,,,,,,,,,,,2019-03-29,1.0,70.0,2019,3,13,Decorative Ottomans
,,K6958-B203,,,,,,,,,,,2019-03-29,2.0,150.0,2019,3,13,Decorative Ottomans
,,K6995-F971,,,,,,,,,,,2019-03-29,1.0,68.75,2019,3,13,Dining Chairs
,,K7116-YDQY-2,,,,,,,,,,,2019-03-29,6.0,660.0,2019,3,13,Decorative Benches
,,K7118-803-12,,,,,,,,,,,2019-03-29,1.0,105.0,2019,3,13,Storage Benches
,,K7224-B227,,,,,,,,,,,2019-03-29,4.0,250.0,2019,3,13,Decorative Ottomans
,,K7225-B227,,,,,,,,,,,2019-03-29,5.0,312.5,2019,3,13,Decorative Ottomans
,,K7225-B233,,,,,,,,,,,2019-03-29,1.0,62.35,2019,3,13,Decorative Ottomans
,,K7243,,,,,,,,,,,2019-03-29,1.0,42.75,2019,3,13,Accent tables
,,K7380-F1447,,,,,,,,,,,2019-03-29,5.0,225.0,2019,3,13,Storage Ottomans
,,K7401-F2237,,,,,,,,,,,2019-03-29,3.0,154.5,2019,3,13,Decorative Ottomans
,,K7446-F2176,,,,,,,,,,,2019-03-29,3.0,210.39,2019,3,13,Barstools
,,K7446-F2183,,,,,,,,,,,2019-03-29,3.0,210.39,2019,3,13,Barstools
,,K7490-F2012,,,,,,,,,,,2019-03-29,1.0,74.97,2019,3,13,Storage Ottomans
,,K7573-B234,,,,,,,,,,,2019-03-29,1.0,56.25,2019,3,13,Decorative Ottomans
,,K7576.24-A793,,,,,,,,,,,2019-03-29,4.0,380.0,2019,3,13,Barstools
,,K7646-A750,,,,,,,,,,,2019-03-29,1.0,65.0,2019,3,13,Storage Ottomans
,,K7767-F2335,,,,,,,,,,,2019-03-29,1.0,108.89,2019,3,13,Juvenile
,,N5762-E155,,,,,,,,,,,2019-03-29,24.0,725.76,2019,3,13,Storage Ottomans
,,N5762-E607,,,,,,,,,,,2019-03-29,2.0,105.0,2019,3,13,Storage Ottomans
,,N6354-A708,,,,,,,,,,,2019-03-29,5.0,600.0,2019,3,13,Dining Chairs
,,N6354-F1423,,,,,,,,,,,2019-03-29,2.0,287.5,2019,3,13,Dining Chairs
,,N6354-F827,,,,,,,,,,,2019-03-29,2.0,232.0,2019,3,13,Dining Chairs
,,N7697S-F1563,,,,,,,,,,,2019-03-29,1.0,70.0,2019,3,13,Storage Ottomans
,,N8264-B119,,,,,,,,,,,2019-03-29,2.0,122.0,2019,3,13,Storage Ottomans
,,N8264-F1077,,,,,,,,,,,2019-03-29,10.0,592.1,2019,3,13,Storage Ottomans
,,N8264-F2206,,,,,,,,,,,2019-03-29,2.0,150.0,2019,3,13,Storage Ottomans
,,K1136-F772,,,,,,,,,,,2019-04-01,3.0,174.0,2019,4,14,Dining Chairs
,,K1136-F975,,,,,,,,,,,2019-04-01,1.0,62.5,2019,4,14,Dining Chairs
,,K1401-24-E073,,,,,,,,,,,2019-04-01,17.0,1168.75,2019,4,14,Barstools
,,K1401-24-E074,,,,,,,,,,,2019-04-01,39.0,1755.0,2019,4,14,Barstools
,,K1401.29-F772,,,,,,,,,,,2019-04-01,1.0,53.15,2019,4,14,Barstools
,,K2380-E155,,,,,,,,,,,2019-04-01,12.0,600.0,2019,4,14,Storage Benches
,,K2380-E169,,,,,,,,,,,2019-04-01,26.0,1300.0,2019,4,14,Storage Benches
,,K3334-E155,,,,,,,,,,,2019-04-01,7.0,297.71,2019,4,14,Juvenile
,,K4600-E155,,,,,,,,,,,2019-04-01,3.0,180.0,2019,4,14,Headboards/Beds
,,K4638-A765,,,,,,,,,,,2019-04-01,1.0,98.18,2019,4,14,Accent Chairs
,,K4638-F1319,,,,,,,,,,,2019-04-01,1.0,98.18,2019,4,14,Accent Chairs
,,K5420-F1423,,,,,,,,,,,2019-04-01,10.0,459.4,2019,4,14,Storage Ottomans
,,K5506-F1210,,,,,,,,,,,2019-04-01,4.0,440.0,2019,4,14,Dining Chairs
,,K5506-F1211,,,,,,,,,,,2019-04-01,3.0,348.0,2019,4,14,Dining Chairs
,,K5618-B214,,,,,,,,,,,2019-04-01,2.0,220.0,2019,4,14,Juvenile
,,K5668NP-F1399,,,,,,,,,,,2019-04-01,1.0,77.0,2019,4,14,Storage Benches
,,K5668NP-F1438,,,,,,,,,,,2019-04-01,1.0,65.0,2019,4,14,Storage Benches
,,K6138-B230,,,,,,,,,,,2019-04-01,1.0,112.2,2019,4,14,Storage Benches
,,K6138-B231,,,,,,,,,,,2019-04-01,1.0,99.96,2019,4,14,Storage Benches
,,K6171-B117,,,,,,,,,,,2019-04-01,9.0,459.0,2019,4,14,Storage Ottomans
,,K6171-B204,,,,,,,,,,,2019-04-01,3.0,157.62,2019,4,14,Storage Ottomans
,,K6171-B214,,,,,,,,,,,2019-04-01,10.0,502.1,2019,4,14,Storage Ottomans
,,K6171-B215,,,,,,,,,,,2019-04-01,10.0,580.0,2019,4,14,Storage Ottomans
,,K6171-B229,,,,,,,,,,,2019-04-01,21.0,1251.18,2019,4,14,Storage Ottomans
,,K6211-B117,,,,,,,,,,,2019-04-01,3.0,468.75,2019,4,14,Storage Benches
,,K6211-B119,,,,,,,,,,,2019-04-01,1.0,140.0,2019,4,14,Storage Benches
,,K6211-B122,,,,,,,,,,,2019-04-01,2.0,280.0,2019,4,14,Storage Benches
,,K6211-B204,,,,,,,,,,,2019-04-01,1.0,125.63,2019,4,14,Storage Benches
,,K6211-B215,,,,,,,,,,,2019-04-01,1.0,140.0,2019,4,14,Storage Benches
,,K6377-F1326,,,,,,,,,,,2019-04-01,5.0,290.0,2019,4,14,Storage Ottomans
,,K6377-F1374,,,,,,,,,,,2019-04-01,9.0,568.17,2019,4,14,Storage Ottomans
,,K6378-F1374,,,,,,,,,,,2019-04-01,1.0,110.0,2019,4,14,Dining Chairs
,,K6384NP-A750,,,,,,,,,,,2019-04-01,11.0,1185.91,2019,4,14,Storage Benches
,,K6384NP-F2051,,,,,,,,,,,2019-04-01,2.0,206.46,2019,4,14,Storage Benches
,,K6384NP-F2052,,,,,,,,,,,2019-04-01,2.0,215.62,2019,4,14,Storage Benches
,,K6384NP-F2055,,,,,,,,,,,2019-04-01,7.0,710.36,2019,4,14,Storage Benches
,,K6407-A795,,,,,,,,,,,2019-04-01,1.0,82.88,2019,4,14,Juvenile
,,K6444-A755,,,,,,,,,,,2019-04-01,2.0,190.0,2019,4,14,Storage Benches
,,K6465-F2095,,,,,,,,,,,2019-04-01,2.0,137.5,2019,4,14,
,,K6499-B117,,,,,,,,,,,2019-04-01,6.0,570.78,2019,4,14,Accent Chairs
,,K6499-B122,,,,,,,,,,,2019-04-01,11.0,1046.43,2019,4,14,Accent Chairs
,,K6499-B214,,,,,,,,,,,2019-04-01,4.0,380.52,2019,4,14,Accent Chairs
,,K6499-B228,,,,,,,,,,,2019-04-01,5.0,637.5,2019,4,14,Accent Chairs
,,K6499-B247,,,,,,,,,,,2019-04-01,4.0,452.48,2019,4,14,Accent Chairs
,,K6805-A727,,,,,,,,,,,2019-04-01,2.0,280.0,2019,4,14,Dining Chairs
,,K6805-A751,,,,,,,,,,,2019-04-01,3.0,420.0,2019,4,14,Dining Chairs
,,K6805-B214,,,,,,,,,,,2019-04-01,1.0,120.0,2019,4,14,Dining Chairs
,,K6805-B228,,,,,,,,,,,2019-04-01,1.0,140.0,2019,4,14,Dining Chairs
,,K6805-B229,,,,,,,,,,,2019-04-01,3.0,420.0,2019,4,14,Dining Chairs
,,K6805-F1565,,,,,,,,,,,2019-04-01,1.0,120.0,2019,4,14,Dining Chairs
,,K6805-F2004,,,,,,,,,,,2019-04-01,2.0,280.0,2019,4,14,Dining Chairs
,,K6805-F2051,,,,,,,,,,,2019-04-01,2.0,211.26,2019,4,14,Dining Chairs
,,K6805-F2052,,,,,,,,,,,2019-04-01,19.0,1984.55,2019,4,14,Dining Chairs
,,K6805-F2053,,,,,,,,,,,2019-04-01,6.0,650.4,2019,4,14,Dining Chairs
,,K6805-F2054,,,,,,,,,,,2019-04-01,2.0,287.5,2019,4,14,Dining Chairs
,,K6805-F2055,,,,,,,,,,,2019-04-01,1.0,106.67,2019,4,14,Dining Chairs
,,K6805-F2056,,,,,,,,,,,2019-04-01,1.0,140.0,2019,4,14,
,,K6805-F2061,,,,,,,,,,,2019-04-01,1.0,140.0,2019,4,14,Dining Chairs
,,K6805-F2062,,,,,,,,,,,2019-04-01,2.0,280.0,2019,4,14,Dining Chairs
,,K6805-F2063,,,,,,,,,,,2019-04-01,1.0,140.0,2019,4,14,Dining Chairs
,,K6805-F2091,,,,,,,,,,,2019-04-01,5.0,312.5,2019,4,14,Dining Chairs
,,K6805-F2092,,,,,,,,,,,2019-04-01,2.0,125.0,2019,4,14,Dining Chairs
,,K6813-F2031,,,,,,,,,,,2019-04-01,1.0,85.0,2019,4,14,Storage Benches
,,K6858.24-A793,,,,,,,,,,,2019-04-01,4.0,380.0,2019,4,14,Barstools
,,K6858.24-F2051,,,,,,,,,,,2019-04-01,3.0,232.32,2019,4,14,Barstools
,,K6858.29-A793,,,,,,,,,,,2019-04-01,5.0,475.0,2019,4,14,Barstools
,,K6858.29-F1374,,,,,,,,,,,2019-04-01,2.0,190.0,2019,4,14,Barstools
,,K6859-A832,,,,,,,,,,,2019-04-01,1.0,126.5,2019,4,14,Accent Chairs
,,K6859-F1550,,,,,,,,,,,2019-04-01,5.0,562.5,2019,4,14,Accent Chairs
,,K6861-E846,,,,,,,,,,,2019-04-01,1.0,94.36,2019,4,14,Storage Benches
,,K6862-E843,,,,,,,,,,,2019-04-01,17.0,1003.68,2019,4,14,Storage Ottomans
,,K6862-E844,,,,,,,,,,,2019-04-01,19.0,1180.85,2019,4,14,Storage Ottomans
,,K6862-E845,,,,,,,,,,,2019-04-01,11.0,683.65,2019,4,14,Storage Ottomans
,,K6862-E846,,,,,,,,,,,2019-04-01,19.0,1001.11,2019,4,14,Storage Ottomans
,,K6862-E847,,,,,,,,,,,2019-04-01,4.0,248.6,2019,4,14,Storage Ottomans
,,K6862-E848,,,,,,,,,,,2019-04-01,4.0,248.6,2019,4,14,Storage Ottomans
,,K6864-F1538,,,,,,,,,,,2019-04-01,1.0,75.0,2019,4,14,Juvenile
,,K6958-B118,,,,,,,,,,,2019-04-01,7.0,525.0,2019,4,14,Decorative Ottomans
,,K6958-B123,,,,,,,,,,,2019-04-01,1.0,75.0,2019,4,14,Decorative Ottomans
,,K6958-B200,,,,,,,,,,,2019-04-01,2.0,140.0,2019,4,14,Decorative Ottomans
,,K6958-B203,,,,,,,,,,,2019-04-01,1.0,75.0,2019,4,14,Decorative Ottomans
,,K7118-803-12,,,,,,,,,,,2019-04-01,2.0,210.0,2019,4,14,Storage Benches
,,K7224-B227,,,,,,,,,,,2019-04-01,9.0,562.5,2019,4,14,Decorative Ottomans
,,K7225-B227,,,,,,,,,,,2019-04-01,4.0,250.0,2019,4,14,Decorative Ottomans
,,K7225-B233,,,,,,,,,,,2019-04-01,4.0,249.4,2019,4,14,Decorative Ottomans
,,K7225-B250,,,,,,,,,,,2019-04-01,3.0,187.05,2019,4,14,Decorative Ottomans
,,K7307-F2145,,,,,,,,,,,2019-04-01,1.0,127.5,2019,4,14,
,,K7307-F2177,,,,,,,,,,,2019-04-01,2.0,255.0,2019,4,14,
,,K7342-F2067,,,,,,,,,,,2019-04-01,4.0,229.52,2019,4,14,Storage Ottomans
,,K7380-F1447,,,,,,,,,,,2019-04-01,19.0,855.0,2019,4,14,Storage Ottomans
,,K7401-A825,,,,,,,,,,,2019-04-01,3.0,154.5,2019,4,14,Decorative Ottomans
,,K7401-F2060,,,,,,,,,,,2019-04-01,3.0,164.07,2019,4,14,Decorative Ottomans
,,K7401-F2237,,,,,,,,,,,2019-04-01,3.0,154.5,2019,4,14,Decorative Ottomans
,,K7420-F2179,,,,,,,,,,,2019-04-01,2.0,318.76,2019,4,14,Storage Benches
,,K7446-F2178,,,,,,,,,,,2019-04-01,2.0,140.26,2019,4,14,Barstools
,,K7446-F2182,,,,,,,,,,,2019-04-01,6.0,420.78,2019,4,14,Barstools
,,K7446-F2183,,,,,,,,,,,2019-04-01,2.0,140.26,2019,4,14,Barstools
,,K7501-B233,,,,,,,,,,,2019-04-01,2.0,150.0,2019,4,14,Decorative Ottomans
,,K7520-F2084,,,,,,,,,,,2019-04-01,3.0,150.0,2019,4,14,Decorative Ottomans
,,K7542-F2149,,,,,,,,,,,2019-04-01,2.0,140.26,2019,4,14,Pets
,,K7573-B234,,,,,,,,,,,2019-04-01,1.0,56.25,2019,4,14,Decorative Ottomans
,,K7646-A750,,,,,,,,,,,2019-04-01,3.0,195.0,2019,4,14,Storage Ottomans
,,K7716-F2296,,,,,,,,,,,2019-04-01,2.0,130.0,2019,4,14,Storage Ottomans
,,K7769-B214,,,,,,,,,,,2019-04-01,1.0,62.22,2019,4,14,Juvenile
,,N5762-E155,,,,,,,,,,,2019-04-01,93.0,2812.32,2019,4,14,Storage Ottomans
,,N5762-E607,,,,,,,,,,,2019-04-01,4.0,210.0,2019,4,14,Storage Ottomans
,,N6302-F1108,,,,,,,,,,,2019-04-01,1.0,90.56,2019,4,14,Storage Benches
,,N6302-F1550,,,,,,,,,,,2019-04-01,2.0,150.0,2019,4,14,Storage Benches
,,N6354-A708,,,,,,,,,,,2019-04-01,1.0,120.0,2019,4,14,Dining Chairs
,,N6354-F1423,,,,,,,,,,,2019-04-01,5.0,718.75,2019,4,14,Dining Chairs
,,N7697S-F1539,,,,,,,,,,,2019-04-01,4.0,222.0,2019,4,14,Storage Ottomans
,,N7697S-F1563,,,,,,,,,,,2019-04-01,4.0,280.0,2019,4,14,Storage Ottomans
,,N8085PB-E074,,,,,,,,,,,2019-04-01,1.0,81.25,2019,4,14,Pets
,,N8264-B119,,,,,,,,,,,2019-04-01,4.0,244.0,2019,4,14,Storage Ottomans
,,N8264-F1044,,,,,,,,,,,2019-04-01,2.0,140.0,2019,4,14,Storage Ottomans
,,N8264-F1077,,,,,,,,,,,2019-04-01,31.0,1835.51,2019,4,14,Storage Ottomans
,,N8264-F2206,,,,,,,,,,,2019-04-01,4.0,300.0,2019,4,14,Storage Ottomans
,,K1136-F662,,,,,,,,,,,2019-04-02,8.0,500.0,2019,4,14,Dining Chairs
,,K1401-24-E073,,,,,,,,,,,2019-04-02,3.0,206.25,2019,4,14,Barstools
,,K1401-24-E074,,,,,,,,,,,2019-04-02,19.0,855.0,2019,4,14,Barstools
,,K2380-E155,,,,,,,,,,,2019-04-02,5.0,250.0,2019,4,14,Storage Benches
,,K2380-E169,,,,,,,,,,,2019-04-02,5.0,250.0,2019,4,14,Storage Benches
,,K3334-E155,,,,,,,,,,,2019-04-02,2.0,85.06,2019,4,14,Juvenile
,,K5420-F1423,,,,,,,,,,,2019-04-02,2.0,91.88,2019,4,14,Storage Ottomans
,,K5618-B219,,,,,,,,,,,2019-04-02,2.0,225.0,2019,4,14,Juvenile
,,K5668NP-F1399,,,,,,,,,,,2019-04-02,1.0,77.0,2019,4,14,Storage Benches
,,K6171-B117,,,,,,,,,,,2019-04-02,1.0,51.0,2019,4,14,Storage Ottomans
,,K6171-B214,,,,,,,,,,,2019-04-02,3.0,150.63,2019,4,14,Storage Ottomans
,,K6171-B229,,,,,,,,,,,2019-04-02,3.0,178.74,2019,4,14,Storage Ottomans
,,K6211-B117,,,,,,,,,,,2019-04-02,2.0,312.5,2019,4,14,Storage Benches
,,K6211-B122,,,,,,,,,,,2019-04-02,1.0,140.0,2019,4,14,Storage Benches
,,K6377-F1374,,,,,,,,,,,2019-04-02,1.0,63.13,2019,4,14,Storage Ottomans
,,K6381-A727,,,,,,,,,,,2019-04-02,1.0,128.0,2019,4,14,Accent Chairs
,,K6384NP-A750,,,,,,,,,,,2019-04-02,3.0,323.43,2019,4,14,Storage Benches
,,K6384NP-F2055,,,,,,,,,,,2019-04-02,1.0,101.48,2019,4,14,Storage Benches
,,K6384NP-F2262,,,,,,,,,,,2019-04-02,1.0,105.0,2019,4,14,Storage Benches
,,K6465-F2095,,,,,,,,,,,2019-04-02,1.0,68.75,2019,4,14,
,,K6499-A793,,,,,,,,,,,2019-04-02,1.0,127.5,2019,4,14,Accent Chairs
,,K6499-B119,,,,,,,,,,,2019-04-02,4.0,500.0,2019,4,14,Accent Chairs
,,K6499-B122,,,,,,,,,,,2019-04-02,1.0,95.13,2019,4,14,Accent Chairs
,,K6499-B228,,,,,,,,,,,2019-04-02,1.0,127.5,2019,4,14,Accent Chairs
,,K6805-A727,,,,,,,,,,,2019-04-02,1.0,140.0,2019,4,14,Dining Chairs
,,K6805-B214,,,,,,,,,,,2019-04-02,1.0,120.0,2019,4,14,Dining Chairs
,,K6805-F1565,,,,,,,,,,,2019-04-02,2.0,240.0,2019,4,14,Dining Chairs
,,K6805-F1570,,,,,,,,,,,2019-04-02,1.0,118.0,2019,4,14,Dining Chairs
,,K6805-F2052,,,,,,,,,,,2019-04-02,1.0,104.45,2019,4,14,Dining Chairs
,,K6805-F2054,,,,,,,,,,,2019-04-02,1.0,143.75,2019,4,14,Dining Chairs
,,K6805-F2055,,,,,,,,,,,2019-04-02,1.0,106.67,2019,4,14,Dining Chairs
,,K6862-E843,,,,,,,,,,,2019-04-02,1.0,59.04,2019,4,14,Storage Ottomans
,,K6862-E844,,,,,,,,,,,2019-04-02,1.0,62.15,2019,4,14,Storage Ottomans
,,K6862-E846,,,,,,,,,,,2019-04-02,2.0,105.38,2019,4,14,Storage Ottomans
,,K6862-E847,,,,,,,,,,,2019-04-02,1.0,62.15,2019,4,14,Storage Ottomans
,,K6862-E848,,,,,,,,,,,2019-04-02,1.0,62.15,2019,4,14,Storage Ottomans
,,K6958-B118,,,,,,,,,,,2019-04-02,2.0,150.0,2019,4,14,Decorative Ottomans
,,K6958-B123,,,,,,,,,,,2019-04-02,1.0,75.0,2019,4,14,Decorative Ottomans
,,K7125-F2330,,,,,,,,,,,2019-04-02,1.0,188.0,2019,4,14,
,,K7224-B227,,,,,,,,,,,2019-04-02,3.0,187.5,2019,4,14,Decorative Ottomans
,,K7225-B227,,,,,,,,,,,2019-04-02,1.0,62.5,2019,4,14,Decorative Ottomans
,,K7243,,,,,,,,,,,2019-04-02,1.0,42.75,2019,4,14,Accent tables
,,K7342-F2067,,,,,,,,,,,2019-04-02,1.0,57.38,2019,4,14,Storage Ottomans
,,K7380-F1447,,,,,,,,,,,2019-04-02,3.0,135.0,2019,4,14,Storage Ottomans
,,K7395-B267,,,,,,,,,,,2019-04-02,1.0,163.4,2019,4,14,Storage Benches
,,K7520-F2084,,,,,,,,,,,2019-04-02,1.0,50.0,2019,4,14,Decorative Ottomans
,,K7573-B234,,,,,,,,,,,2019-04-02,1.0,56.25,2019,4,14,Decorative Ottomans
,,K7762-B214,,,,,,,,,,,2019-04-02,1.0,105.56,2019,4,14,Juvenile
,,N5762-E155,,,,,,,,,,,2019-04-02,33.0,997.92,2019,4,14,Storage Ottomans
,,N5762-E607,,,,,,,,,,,2019-04-02,1.0,52.5,2019,4,14,Storage Ottomans
,,N6302-F1550,,,,,,,,,,,2019-04-02,2.0,150.0,2019,4,14,Storage Benches
,,N7697S-F1539,,,,,,,,,,,2019-04-02,2.0,111.0,2019,4,14,Storage Ottomans
,,N8085PB-E074,,,,,,,,,,,2019-04-02,1.0,81.25,2019,4,14,Pets
,,N8264-B119,,,,,,,,,,,2019-04-02,1.0,61.0,2019,4,14,Storage Ottomans
,,N8264-F1077,,,,,,,,,,,2019-04-02,1.0,59.21,2019,4,14,Storage Ottomans
,,K1136-F772,,,,,,,,,,,2019-04-03,3.0,174.0,2019,4,14,Dining Chairs
,,K1136-F975,,,,,,,,,,,2019-04-03,2.0,125.0,2019,4,14,Dining Chairs
,,K1401-24-E073,,,,,,,,,,,2019-04-03,3.0,206.25,2019,4,14,Barstools
,,K1401-24-E074,,,,,,,,,,,2019-04-03,10.0,450.0,2019,4,14,Barstools
,,K2380-E155,,,,,,,,,,,2019-04-03,4.0,200.0,2019,4,14,Storage Benches
,,K2380-E169,,,,,,,,,,,2019-04-03,9.0,450.0,2019,4,14,Storage Benches
,,K3334-E155,,,,,,,,,,,2019-04-03,2.0,85.06,2019,4,14,Juvenile
,,K5420-F1423,,,,,,,,,,,2019-04-03,2.0,91.88,2019,4,14,Storage Ottomans
,,K5618-F1538,,,,,,,,,,,2019-04-03,1.0,110.0,2019,4,14,
,,K6138-F1289,,,,,,,,,,,2019-04-03,1.0,91.57,2019,4,14,Storage Benches
,,K6171-B117,,,,,,,,,,,2019-04-03,4.0,204.0,2019,4,14,Storage Ottomans
,,K6171-B119,,,,,,,,,,,2019-04-03,1.0,62.5,2019,4,14,Storage Ottomans
,,K6171-B204,,,,,,,,,,,2019-04-03,3.0,157.62,2019,4,14,Storage Ottomans
,,K6171-B214,,,,,,,,,,,2019-04-03,2.0,100.42,2019,4,14,Storage Ottomans
,,K6171-B215,,,,,,,,,,,2019-04-03,2.0,116.0,2019,4,14,Storage Ottomans
,,K6171-B229,,,,,,,,,,,2019-04-03,13.0,774.54,2019,4,14,Storage Ottomans
,,K6211-B119,,,,,,,,,,,2019-04-03,1.0,140.0,2019,4,14,Storage Benches
,,K6211-B122,,,,,,,,,,,2019-04-03,2.0,280.0,2019,4,14,Storage Benches
,,K6211-B204,,,,,,,,,,,2019-04-03,1.0,125.63,2019,4,14,Storage Benches
,,K6377-F1326,,,,,,,,,,,2019-04-03,1.0,58.0,2019,4,14,Storage Ottomans
,,K6377-F1374,,,,,,,,,,,2019-04-03,6.0,378.78,2019,4,14,Storage Ottomans
,,K6384NP-A750,,,,,,,,,,,2019-04-03,3.0,323.43,2019,4,14,Storage Benches
,,K6384NP-F2051,,,,,,,,,,,2019-04-03,2.0,206.46,2019,4,14,Storage Benches
,,K6384NP-F2052,,,,,,,,,,,2019-04-03,1.0,107.81,2019,4,14,Storage Benches
,,K6384NP-F2055,,,,,,,,,,,2019-04-03,1.0,101.48,2019,4,14,Storage Benches
,,K6407-A853,,,,,,,,,,,2019-04-03,1.0,86.67,2019,4,14,
,,K6444-A755,,,,,,,,,,,2019-04-03,2.0,190.0,2019,4,14,Storage Benches
,,K6499-B117,,,,,,,,,,,2019-04-03,2.0,190.26,2019,4,14,Accent Chairs
,,K6499-B122,,,,,,,,,,,2019-04-03,7.0,665.91,2019,4,14,Accent Chairs
,,K6499-B214,,,,,,,,,,,2019-04-03,1.0,95.13,2019,4,14,Accent Chairs
,,K6499-B228,,,,,,,,,,,2019-04-03,4.0,510.0,2019,4,14,Accent Chairs
,,K6499-B247,,,,,,,,,,,2019-04-03,1.0,113.12,2019,4,14,Accent Chairs
,,K6805-A727,,,,,,,,,,,2019-04-03,2.0,280.0,2019,4,14,Dining Chairs
,,K6805-A750,,,,,,,,,,,2019-04-03,2.0,301.88,2019,4,14,Dining Chairs
,,K6805-A755,,,,,,,,,,,2019-04-03,2.0,280.0,2019,4,14,Dining Chairs
,,K6805-B215,,,,,,,,,,,2019-04-03,1.0,120.0,2019,4,14,Dining Chairs
,,K6805-B228,,,,,,,,,,,2019-04-03,1.0,140.0,2019,4,14,Dining Chairs
,,K6805-F2052,,,,,,,,,,,2019-04-03,1.0,104.45,2019,4,14,Dining Chairs
,,K6805-F2054,,,,,,,,,,,2019-04-03,3.0,431.25,2019,4,14,Dining Chairs
,,K6805-F2061,,,,,,,,,,,2019-04-03,2.0,280.0,2019,4,14,Dining Chairs
,,K6805-F2088,,,,,,,,,,,2019-04-03,1.0,62.5,2019,4,14,Dining Chairs
,,K6858.29-F1374,,,,,,,,,,,2019-04-03,2.0,190.0,2019,4,14,Barstools
,,K6858.29-F2052,,,,,,,,,,,2019-04-03,1.0,95.0,2019,4,14,Barstools
,,K6862-E843,,,,,,,,,,,2019-04-03,5.0,295.2,2019,4,14,Storage Ottomans
,,K6862-E844,,,,,,,,,,,2019-04-03,2.0,124.3,2019,4,14,Storage Ottomans
,,K6862-E845,,,,,,,,,,,2019-04-03,2.0,124.3,2019,4,14,Storage Ottomans
,,K6862-E846,,,,,,,,,,,2019-04-03,1.0,52.69,2019,4,14,Storage Ottomans
,,K6862-E847,,,,,,,,,,,2019-04-03,2.0,124.3,2019,4,14,Storage Ottomans
,,K6862-E848,,,,,,,,,,,2019-04-03,6.0,372.9,2019,4,14,Storage Ottomans
,,K6863-F1538,,,,,,,,,,,2019-04-03,2.0,164.0,2019,4,14,
,,K6908-F2269,,,,,,,,,,,2019-04-03,1.0,133.88,2019,4,14,Accent Chairs
,,K6958-B118,,,,,,,,,,,2019-04-03,6.0,450.0,2019,4,14,Decorative Ottomans
,,K6958-B200,,,,,,,,,,,2019-04-03,1.0,70.0,2019,4,14,Decorative Ottomans
,,K6958-B203,,,,,,,,,,,2019-04-03,1.0,75.0,2019,4,14,Decorative Ottomans
,,K7224-B227,,,,,,,,,,,2019-04-03,5.0,312.5,2019,4,14,Decorative Ottomans
,,K7225-B233,,,,,,,,,,,2019-04-03,3.0,187.05,2019,4,14,Decorative Ottomans
,,K7225-B250,,,,,,,,,,,2019-04-03,3.0,187.05,2019,4,14,Decorative Ottomans
,,K7342-F2067,,,,,,,,,,,2019-04-03,4.0,229.52,2019,4,14,Storage Ottomans
,,K7380-F1447,,,,,,,,,,,2019-04-03,8.0,360.0,2019,4,14,Storage Ottomans
,,K7399-B118,,,,,,,,,,,2019-04-03,2.0,89.36,2019,4,14,Decorative Ottomans
,,K7401-F2060,,,,,,,,,,,2019-04-03,2.0,109.38,2019,4,14,Decorative Ottomans
,,K7401-F2237,,,,,,,,,,,2019-04-03,1.0,51.5,2019,4,14,Decorative Ottomans
,,K7446-F2176,,,,,,,,,,,2019-04-03,2.0,140.26,2019,4,14,Barstools
,,K7446-F2182,,,,,,,,,,,2019-04-03,4.0,280.52,2019,4,14,Barstools
,,K7520-F2084,,,,,,,,,,,2019-04-03,2.0,100.0,2019,4,14,Decorative Ottomans
,,K7573-B234,,,,,,,,,,,2019-04-03,2.0,112.5,2019,4,14,Decorative Ottomans
,,K7646-A750,,,,,,,,,,,2019-04-03,1.0,65.0,2019,4,14,Storage Ottomans
,,N5762-E155,,,,,,,,,,,2019-04-03,26.0,786.24,2019,4,14,Storage Ottomans
,,N5762-E607,,,,,,,,,,,2019-04-03,2.0,105.0,2019,4,14,Storage Ottomans
,,N7697S-F1539,,,,,,,,,,,2019-04-03,6.0,333.0,2019,4,14,Storage Ottomans
,,N7697S-F1563,,,,,,,,,,,2019-04-03,1.0,70.0,2019,4,14,Storage Ottomans
,,N8264-F1044,,,,,,,,,,,2019-04-03,1.0,70.0,2019,4,14,Storage Ottomans
,,N8264-F1077,,,,,,,,,,,2019-04-03,11.0,651.31,2019,4,14,Storage Ottomans
,,N8264-F2206,,,,,,,,,,,2019-04-03,1.0,75.0,2019,4,14,Storage Ottomans
